Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count
Virtua Striker 2,1999.0,0.0,0.0,0.32,0.0,0.32,24.0
F1 Race Stars,2012.0,0.06,0.19,0.0,0.06,0.32,34.0
Overlord II,2009.0,0.11,0.15,0.0,0.06,0.32,24.0
WarCraft II: The Dark Saga,1997.0,0.18,0.12,0.0,0.02,0.31,24.0
Shrek the Third,2007.0,0.08,0.15,0.0,0.09,0.31,24.0
MonHun Nikki: Poka Poka Ailu Mura G,2011.0,0.0,0.0,0.31,0.0,0.31,24.0
BlazBlue: Continuum Shift,2010.0,0.23,0.04,0.02,0.02,0.31,26.0
MLB 07: The Show,2007.0,0.29,0.0,0.0,0.02,0.31,17.0
Crash Nitro Kart,2003.0,0.24,0.07,0.0,0.01,0.31,16.0
Etrian Odyssey III: The Drowned City,2010.0,0.12,0.0,0.19,0.01,0.31,21.0
Batman: Arkham Origins,2013.0,0.13,0.16,0.0,0.02,0.31,1170.0
NBA ShootOut,1995.0,0.17,0.12,0.0,0.02,0.31,24.0
Harry Potter and the Half-Blood Prince,2009.0,0.17,0.11,0.0,0.03,0.31,11.0
Jikkyou Powerful Pro Yakyuu 14,2007.0,0.0,0.0,0.31,0.0,0.31,24.0
Fishing Master,2007.0,0.29,0.0,0.0,0.02,0.31,9.0
Madden NFL 2004,2003.0,0.22,0.08,0.0,0.01,0.31,5.0
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,1995.0,0.0,0.0,0.31,0.0,0.31,24.0
Jikkyou Powerful Pro Yakyuu Portable 3,2008.0,0.0,0.0,0.31,0.0,0.31,24.0
Mario Golf,1999.0,0.0,0.0,0.31,0.0,0.31,24.0
Digimon World: Dawn / Dusk,2007.0,0.12,0.0,0.18,0.01,0.31,24.0
Sesame Street: Elmo's Letter Adventure,1998.0,0.17,0.12,0.0,0.02,0.31,24.0
Birthday Party Bash,2009.0,0.29,0.0,0.0,0.02,0.31,4.0
NBA Inside Drive 2003,2002.0,0.23,0.07,0.0,0.01,0.31,12.0
FIFA Street,2005.0,0.15,0.12,0.0,0.04,0.31,52.0
Monster Lab,2008.0,0.27,0.02,0.0,0.02,0.31,14.0
Fate/Extra,2010.0,0.18,0.01,0.1,0.03,0.31,39.0
Drakengard 3,2013.0,0.1,0.0,0.19,0.02,0.31,237.0
Catherine,2011.0,0.2,0.06,0.03,0.02,0.31,153.0
J Stars Victory Vs.,2014.0,0.05,0.05,0.2,0.02,0.31,11.0
Jampack: Summer 2003 (RP-M),2003.0,0.15,0.12,0.0,0.04,0.31,24.0
Alone in the Dark: One-Eyed Jack's Revenge,1996.0,0.17,0.12,0.0,0.02,0.31,24.0
Yu-Gi-Oh! The Dawn of Destiny,2004.0,0.23,0.07,0.0,0.01,0.31,24.0
1001 Touch Games,2011.0,0.11,0.16,0.0,0.04,0.31,24.0
The Matrix: Path of Neo,2005.0,0.23,0.07,0.0,0.01,0.31,20.0
Namco Museum: Virtual Arcade,2008.0,0.27,0.01,0.01,0.02,0.31,24.0
Bust-A-Move Universe,2011.0,0.08,0.15,0.06,0.03,0.31,13.0
Mortal Kombat: Shaolin Monks,2005.0,0.23,0.07,0.0,0.01,0.31,19.0
Batman: Arkham Origins,2013.0,0.19,0.09,0.0,0.03,0.31,127.0
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,2014.0,0.0,0.0,0.31,0.0,0.31,24.0
Shin Megami Tensei: Devil Survivor 2,2011.0,0.16,0.01,0.12,0.01,0.31,45.0
Einhänder,1997.0,0.1,0.07,0.13,0.02,0.31,24.0
Tiny Toon Adventures: The Great Beanstalk,1998.0,0.17,0.12,0.0,0.02,0.31,24.0
Sonic Boom: Rise of Lyric,2014.0,0.19,0.09,0.0,0.03,0.31,587.0
Metro: Last Light,2014.0,0.15,0.13,0.0,0.03,0.31,24.0
The Settlers 7: Paths to a Kingdom,2010.0,0.0,0.27,0.0,0.05,0.31,213.0
WipEout Pulse,2007.0,0.13,0.12,0.0,0.06,0.31,31.0
The Legend of Spyro: Dawn of the Dragon,2008.0,0.16,0.12,0.0,0.03,0.31,26.0
Foto Frenzy: Spot The Diffrence,2009.0,0.29,0.0,0.0,0.02,0.31,24.0
Armored Core: Silent Line,2003.0,0.07,0.06,0.16,0.02,0.31,24.0
SD Gundam G Generation Wars,2009.0,0.0,0.0,0.31,0.0,0.31,24.0
Dr. Seuss: How the Grinch Stole Christmas,2007.0,0.29,0.0,0.0,0.02,0.31,24.0
Fuel,2009.0,0.09,0.18,0.0,0.04,0.31,45.0
Panzer Dragoon II Zwei,1995.0,0.0,0.0,0.31,0.0,0.31,24.0
Tropico 5,2015.0,0.06,0.16,0.06,0.04,0.31,110.0
KISS Pinball,2001.0,0.17,0.12,0.0,0.02,0.31,8.0
Brothers In Arms: Earned in Blood,2005.0,0.23,0.07,0.0,0.01,0.31,25.0
LEGO Legends of Chima: Laval's Journey,2013.0,0.18,0.1,0.0,0.03,0.31,7.0
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,2005.0,0.22,0.08,0.0,0.01,0.31,24.0
Super Robot Taisen Complete Box,1999.0,0.0,0.0,0.29,0.02,0.31,24.0
Peppa Pig: Theme Park Fun,2011.0,0.0,0.27,0.0,0.04,0.31,24.0
Skylanders: SuperChargers,2015.0,0.17,0.08,0.0,0.05,0.31,29.0
7 Wonders II,2009.0,0.13,0.15,0.0,0.03,0.31,24.0
My Horse & Me,2007.0,0.27,0.02,0.0,0.02,0.31,24.0
Dark Void,2010.0,0.19,0.09,0.0,0.03,0.31,61.0
Gold's Gym: Cardio Workout (Others sales),2008.0,0.0,0.29,0.0,0.02,0.31,24.0
Goemon's Great Adventure,1998.0,0.06,0.02,0.13,0.1,0.31,24.0
Hot Wheels Turbo Racing,1999.0,0.25,0.06,0.0,0.0,0.31,24.0
Vigilante 8,1998.0,0.25,0.06,0.0,0.0,0.31,24.0
Bass Hunter 64,1999.0,0.25,0.06,0.0,0.0,0.31,24.0
Doubutsu no Mori,2001.0,0.0,0.0,0.26,0.05,0.31,24.0
Jikkyou Powerful Pro Yakyuu 4,1997.0,0.0,0.0,0.26,0.05,0.31,24.0
Happy Feet,2006.0,0.27,0.01,0.0,0.02,0.31,9.0
Manhunt 2,2007.0,0.04,0.17,0.0,0.09,0.31,38.0
Mega Man Maverick Hunter X,2005.0,0.27,0.01,0.0,0.03,0.31,44.0
J-League Winning Eleven 2007: Club Championship,2007.0,0.0,0.0,0.31,0.0,0.31,24.0
Barbie as The Island Princess,2007.0,0.28,0.01,0.0,0.02,0.31,24.0
Star Wars Jedi Knight II: Jedi Outcast,2008.0,0.23,0.07,0.0,0.01,0.31,15.0
Clash of the Titans,2010.0,0.09,0.15,0.01,0.05,0.31,17.0
Mega Man Battle Network 2,2002.0,0.22,0.08,0.0,0.01,0.31,21.0
Major League Baseball 2K8,2008.0,0.28,0.0,0.0,0.03,0.31,8.0
Pandora's Tower,2011.0,0.11,0.1,0.08,0.02,0.31,99.0
Mountain King,1982.0,0.29,0.02,0.0,0.0,0.31,24.0
Jampack Volume 12,2005.0,0.15,0.12,0.0,0.04,0.31,24.0
Lord of the Rings: Battle for Middle-Earth,2006.0,0.28,0.0,0.0,0.02,0.31,24.0
Shaun White Snowboarding,2008.0,0.15,0.12,0.0,0.04,0.31,24.0
SimAnimals,2009.0,0.14,0.13,0.0,0.03,0.31,35.0
Tiger Woods PGA Tour 06,2005.0,0.28,0.0,0.0,0.02,0.31,8.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,1997.0,0.0,0.0,0.31,0.0,0.31,24.0
MySims SkyHeroes,2010.0,0.2,0.08,0.0,0.02,0.31,24.0
Jonah Lomu Rugby Challenge,2011.0,0.09,0.19,0.0,0.03,0.31,8.0
Demolition Racer,1998.0,0.17,0.12,0.0,0.02,0.31,24.0
Midway Arcade Treasures 2,2004.0,0.24,0.05,0.0,0.01,0.31,7.0
Final Fantasy IV,1997.0,0.0,0.0,0.29,0.02,0.31,24.0
The Incredible Hulk,2008.0,0.28,0.01,0.0,0.02,0.31,24.0
NASCAR Thunder 2003,2002.0,0.24,0.06,0.0,0.01,0.31,5.0
SD Gundam G Generation: Overworld,2012.0,0.0,0.0,0.31,0.0,0.31,24.0
Shin Megami Tensei: Devil Summoner - Soul Hackers,2012.0,0.13,0.02,0.14,0.01,0.31,24.0
Mega Man Zero Collection,2010.0,0.17,0.01,0.11,0.02,0.31,39.0
SingStar Take That,2009.0,0.0,0.28,0.0,0.03,0.31,24.0
NHL FaceOff 2000,1998.0,0.17,0.12,0.0,0.02,0.31,24.0
Pro Evolution Soccer 2013,2012.0,0.08,0.2,0.0,0.03,0.31,77.0
Star Wars Racer Revenge,2002.0,0.15,0.12,0.0,0.04,0.31,11.0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,2010.0,0.18,0.01,0.09,0.02,0.31,24.0
NCAA Final Four 2002,2001.0,0.15,0.12,0.0,0.04,0.31,8.0
South Park: Chef's Luv Shack,1998.0,0.17,0.12,0.0,0.02,0.31,24.0
Cabela's Outdoor Adventures (2009),2009.0,0.28,0.0,0.0,0.02,0.31,4.0
Music Maker,2001.0,0.15,0.12,0.0,0.04,0.31,24.0
Slot Machine,2008.0,0.29,0.02,0.0,0.0,0.31,24.0
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,1993.0,0.0,0.0,0.31,0.0,0.31,24.0
Shrek's Carnival Craze Party Games,2008.0,0.28,0.0,0.0,0.02,0.31,24.0
Astroblast,1981.0,0.29,0.02,0.0,0.0,0.31,24.0
40 Winks,1999.0,0.17,0.12,0.0,0.02,0.31,24.0
Blade II,2002.0,0.15,0.12,0.0,0.04,0.31,14.0
Calvin Tucker's Redneck Jamboree,2008.0,0.28,0.0,0.0,0.02,0.31,24.0
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,2009.0,0.29,0.0,0.0,0.02,0.31,24.0
TRON: Evolution,2010.0,0.24,0.05,0.0,0.02,0.31,41.0
A Collection of Classic Games from the Intellivision,1999.0,0.17,0.12,0.0,0.02,0.31,24.0
Math Play,2006.0,0.28,0.0,0.0,0.02,0.31,24.0
Bruce Lee: Quest of the Dragon,2002.0,0.23,0.07,0.0,0.01,0.31,10.0
Spin Jam,2000.0,0.17,0.12,0.0,0.02,0.31,24.0
KuruKuru Kururin,2001.0,0.0,0.0,0.3,0.01,0.31,24.0
Disney's The Emperor's New Groove,2000.0,0.17,0.12,0.0,0.02,0.31,6.0
Dragon Ball Z: Battle of Z,2014.0,0.1,0.1,0.06,0.04,0.31,103.0
DmC: Devil May Cry,2015.0,0.12,0.13,0.0,0.05,0.31,24.0
Disney's Stitch: Experiment 626,2002.0,0.15,0.12,0.0,0.04,0.31,4.0
RPG Tsukuru 2,1996.0,0.0,0.0,0.31,0.0,0.31,24.0
Yuu Yuu Hakusho 2: Kakutou no Sho,1994.0,0.0,0.0,0.31,0.0,0.31,24.0
Orphen: Scion of Sorcery,2000.0,0.15,0.12,0.0,0.04,0.31,8.0
NBA Live 08,2007.0,0.28,0.0,0.0,0.02,0.31,5.0
Star Wars Episode III: Revenge of the Sith,2005.0,0.25,0.03,0.0,0.02,0.3,19.0
Ultimate Spider-Man,2005.0,0.22,0.08,0.0,0.01,0.3,12.0
Midtown Madness 3,2003.0,0.23,0.07,0.0,0.01,0.3,30.0
Shrek Swamp Kart Speedway,2002.0,0.22,0.08,0.0,0.01,0.3,19.0
Gameboy Gallery,1995.0,0.0,0.0,0.3,0.0,0.3,24.0
Contra 4,2007.0,0.28,0.0,0.01,0.02,0.3,45.0
Virtua Cop 2,1996.0,0.0,0.0,0.3,0.0,0.3,24.0
Ehrgeiz,1998.0,0.17,0.12,0.0,0.02,0.3,24.0
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,2005.0,0.0,0.0,0.3,0.0,0.3,24.0
Spyro: Attack of the Rhynocs,2003.0,0.22,0.08,0.0,0.01,0.3,15.0
Monsters vs. Aliens,2009.0,0.21,0.05,0.0,0.04,0.3,4.0
"Army Men World War: Land, Sea, Air",2000.0,0.17,0.12,0.0,0.02,0.3,24.0
NASCAR 2011: The Game,2011.0,0.29,0.0,0.0,0.02,0.3,14.0
BlazBlue: Chrono Phantasma,2013.0,0.14,0.0,0.14,0.03,0.3,64.0
Dai-2-Ji Super Robot Taisen OG,2012.0,0.0,0.0,0.3,0.0,0.3,24.0
Naruto: Ninja Destiny (US sales),2006.0,0.3,0.0,0.0,0.0,0.3,24.0
Kingdoms of Amalur: Reckoning,2012.0,0.14,0.13,0.0,0.03,0.3,1097.0
Jumping Flash!,1995.0,0.05,0.03,0.21,0.02,0.3,24.0
Mario Party: Star Rush,2016.0,0.08,0.13,0.08,0.02,0.3,16.0
Karaoke Revolution Party,2005.0,0.15,0.12,0.0,0.04,0.3,24.0
Burnout,2002.0,0.23,0.06,0.0,0.01,0.3,18.0
Lizzie McGuire 3: Homecoming Havoc,2005.0,0.22,0.08,0.0,0.01,0.3,24.0
Chaos Legion,2003.0,0.15,0.12,0.0,0.04,0.3,58.0
Puyo Puyo 7,2009.0,0.0,0.0,0.3,0.0,0.3,24.0
Charlie and the Chocolate Factory,2005.0,0.22,0.08,0.0,0.01,0.3,6.0
Neopets: The Darkest Faerie,2005.0,0.15,0.12,0.0,0.04,0.3,30.0
Blazing Heroes,1995.0,0.0,0.0,0.3,0.0,0.3,24.0
Naruto Shippuden: Ultimate Ninja Storm 4,2016.0,0.21,0.07,0.0,0.03,0.3,51.0
Rhythm Tengoku,2006.0,0.0,0.0,0.3,0.01,0.3,24.0
Super Robot Taisen W,2007.0,0.0,0.0,0.3,0.0,0.3,24.0
Cart World Series,1997.0,0.17,0.11,0.0,0.02,0.3,24.0
Shrek: Forever After,2010.0,0.18,0.1,0.0,0.03,0.3,24.0
Batman: Arkham VR,2016.0,0.25,0.0,0.0,0.06,0.3,89.0
Lumines ll,2006.0,0.12,0.12,0.0,0.07,0.3,24.0
24: The Game,2006.0,0.15,0.12,0.0,0.04,0.3,40.0
The Dukes of Hazzard II: Daisy Dukes It Out,2008.0,0.17,0.11,0.0,0.02,0.3,24.0
Famista '91,1990.0,0.0,0.0,0.3,0.0,0.3,24.0
Madagascar,2005.0,0.25,0.03,0.0,0.02,0.3,24.0
The King of Fighters XIII,2011.0,0.17,0.06,0.04,0.03,0.3,76.0
Sniper Elite 3,2014.0,0.16,0.12,0.0,0.03,0.3,26.0
Super Robot Taisen OG: Original Generations Gaiden,2007.0,0.0,0.0,0.3,0.0,0.3,24.0
Lego Batman 3: Beyond Gotham,2014.0,0.05,0.19,0.0,0.07,0.3,12.0
Decathlete,1994.0,0.0,0.0,0.3,0.0,0.3,24.0
Tom Clancy's Splinter Cell 3D,2011.0,0.14,0.07,0.07,0.02,0.3,26.0
Magna Carta 2,2009.0,0.13,0.07,0.07,0.02,0.3,57.0
Looney Tunes: Duck Amuck,2007.0,0.28,0.0,0.0,0.02,0.3,24.0
Shin Megami Tensei: Persona 2: Innocent Sin,2011.0,0.13,0.03,0.11,0.03,0.3,24.0
Romance of the Three Kingdoms VIII,2002.0,0.05,0.04,0.19,0.01,0.3,17.0
Fossil Fighters (JP sales),2008.0,0.0,0.0,0.3,0.0,0.3,24.0
Daikaijyuu Monogatari,1994.0,0.0,0.0,0.3,0.0,0.3,24.0
Hard Hitter Tennis,2001.0,0.15,0.11,0.0,0.04,0.3,24.0
F1 2013,2013.0,0.01,0.27,0.0,0.02,0.3,33.0
Harvest Moon: The Tale of Two Towns,2008.0,0.28,0.0,0.0,0.02,0.3,24.0
Quake II,1999.0,0.24,0.06,0.0,0.0,0.3,24.0
Monster Truck Madness 64,1999.0,0.24,0.06,0.0,0.0,0.3,24.0
Crazy Taxi: Catch a Ride,2003.0,0.21,0.08,0.0,0.01,0.3,8.0
Nounai Aeshe: IQ Suppli DS,2006.0,0.0,0.0,0.3,0.0,0.3,24.0
Final Fantasy XI: Wings of the Goddess,2007.0,0.26,0.0,0.02,0.02,0.3,5.0
PowerUp Heroes,2011.0,0.18,0.09,0.0,0.03,0.3,10.0
Jonas,2009.0,0.27,0.0,0.0,0.02,0.3,24.0
Macross Digital Mission VF-X,1997.0,0.0,0.0,0.28,0.02,0.3,24.0
Rayman 2: Revolution,2000.0,0.15,0.11,0.0,0.04,0.3,42.0
Yu Yu Hakusho Ghost Files: Spirit Detective,2003.0,0.21,0.08,0.0,0.01,0.3,24.0
Super Bomberman 5,1997.0,0.0,0.0,0.3,0.0,0.3,24.0
One Piece Unlimited Cruise SP,2011.0,0.0,0.0,0.3,0.0,0.3,14.0
Madden NFL 13,2012.0,0.28,0.0,0.0,0.02,0.3,38.0
Army Men: Air Attack 2,2000.0,0.17,0.11,0.0,0.02,0.3,4.0
NBA Live 2003,2008.0,0.23,0.06,0.0,0.01,0.3,5.0
Stranglehold,2007.0,0.24,0.02,0.0,0.03,0.3,48.0
Pride FC: Fighting Championships,2003.0,0.15,0.11,0.0,0.04,0.3,7.0
Eternal Ring,2000.0,0.1,0.07,0.1,0.03,0.3,9.0
Dragon Force,1996.0,0.0,0.0,0.3,0.0,0.3,24.0
Dynasty Warriors 8: Xtreme Legends,2014.0,0.09,0.11,0.06,0.04,0.3,24.0
Resident Evil Archives: Resident Evil,2008.0,0.16,0.04,0.08,0.02,0.3,41.0
Dynasty Warriors 6,2007.0,0.15,0.06,0.06,0.02,0.3,22.0
Silent Hill: Shattered Memories,2010.0,0.09,0.13,0.01,0.07,0.3,43.0
Dragon Quest Builders: Revive Alefgard,2016.0,0.0,0.0,0.3,0.0,0.3,24.0
Winning Post 2,1995.0,0.0,0.0,0.3,0.0,0.3,24.0
Star Gladiator Episode: I Final Crusade,1996.0,0.07,0.05,0.15,0.02,0.3,24.0
Dance Dance Revolution Universe 3,2008.0,0.28,0.0,0.0,0.02,0.3,7.0
Showdown: Legends of Wrestling,2004.0,0.15,0.11,0.0,0.04,0.3,7.0
Sword Art Online: Hollow Fragment,2014.0,0.0,0.0,0.3,0.0,0.3,131.0
Imagine: Family Doctor,2009.0,0.27,0.01,0.0,0.02,0.3,24.0
Far East of Eden Zero,1995.0,0.0,0.0,0.3,0.0,0.3,24.0
Full Spectrum Warrior,2005.0,0.15,0.11,0.0,0.04,0.3,13.0
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,2010.0,0.0,0.0,0.3,0.0,0.3,24.0
The Sims 2: Pets,2006.0,0.02,0.01,0.0,0.27,0.3,25.0
Wacky Races: Crash & Dash,2008.0,0.27,0.0,0.0,0.02,0.3,24.0
Power Pro Kun Pocket 6,2003.0,0.0,0.0,0.29,0.01,0.3,24.0
Power Pro Kun Pocket 10,2007.0,0.0,0.0,0.3,0.0,0.3,24.0
Finding Nemo: The Continuing Adventures,2004.0,0.21,0.08,0.0,0.01,0.3,24.0
Spirit: Stallion of the Cimarron,2002.0,0.21,0.08,0.0,0.01,0.3,24.0
The Suite Life of Zack & Cody: Circle of Spies,2007.0,0.17,0.09,0.0,0.03,0.3,24.0
Future Cop L.A.P.D.,1997.0,0.16,0.11,0.0,0.02,0.3,24.0
MySims Party,2009.0,0.15,0.12,0.0,0.03,0.3,24.0
Hamster Tarou,1999.0,0.0,0.0,0.3,0.0,0.3,24.0
Fist of the North Star: Ken's Rage 2,2012.0,0.0,0.0,0.3,0.0,0.3,19.0
Shark Tale,2004.0,0.23,0.06,0.0,0.01,0.3,24.0
MLB SlugFest Loaded,2004.0,0.14,0.11,0.0,0.04,0.3,4.0
Squinkies,2011.0,0.26,0.02,0.0,0.02,0.3,24.0
Rapala Pro Bass Fishing 2010,2010.0,0.22,0.05,0.0,0.03,0.3,24.0
Teenage Mutant Ninja Turtles,2003.0,0.22,0.06,0.0,0.01,0.3,9.0
Capcom Classics Collection Remixed,2006.0,0.27,0.0,0.0,0.02,0.3,5.0
1701 A.D.,2006.0,0.0,0.25,0.0,0.04,0.3,38.0
Lego Star Wars: The Force Awakens,2016.0,0.14,0.13,0.0,0.02,0.3,18.0
Little Deviants,2011.0,0.14,0.12,0.0,0.04,0.3,53.0
Spider-Man 3,2007.0,0.01,0.23,0.0,0.05,0.3,9.0
AMF Bowling 2004,2003.0,0.22,0.06,0.0,0.01,0.3,8.0
N3: Ninety-Nine Nights,2006.0,0.2,0.02,0.05,0.02,0.3,24.0
Scooby-Doo! Night of 100 Frights,2002.0,0.23,0.06,0.0,0.01,0.3,24.0
Shrek the Third,2008.0,0.26,0.01,0.0,0.02,0.3,4.0
Radiant Historia,2010.0,0.19,0.0,0.09,0.01,0.29,81.0
Sorcery,2012.0,0.14,0.11,0.0,0.05,0.29,57.0
RealSports Boxing,1986.0,0.28,0.02,0.0,0.0,0.29,24.0
Imagine: Makeup Artist,2020.0,0.27,0.0,0.0,0.02,0.29,24.0
Harry Potter and the Order of the Phoenix,2007.0,0.24,0.03,0.0,0.02,0.29,20.0
Grandia II,2002.0,0.14,0.11,0.0,0.04,0.29,31.0
Shaun White Snowboarding: World Stage,2009.0,0.24,0.03,0.0,0.02,0.29,30.0
Spider-Man: Friend or Foe,2007.0,0.26,0.01,0.0,0.02,0.29,26.0
Guitar Hero: Van Halen,2009.0,0.16,0.1,0.0,0.03,0.29,17.0
Dreamworks Madagascar Kartz,2009.0,0.19,0.07,0.0,0.04,0.29,24.0
Batman: The Brave and the Bold the Videogame,2010.0,0.23,0.04,0.0,0.02,0.29,8.0
The Sims 2,2004.0,0.02,0.24,0.0,0.04,0.29,676.0
Phineas and Ferb Ride Again,2010.0,0.24,0.03,0.0,0.02,0.29,24.0
Need for Speed Underground,2003.0,0.21,0.08,0.0,0.01,0.29,25.0
Def Jam Rapstar,2010.0,0.25,0.02,0.0,0.02,0.29,9.0
Power Pro Kun Pocket 4,2002.0,0.0,0.0,0.29,0.01,0.29,24.0
Guardian Heroes,1995.0,0.0,0.0,0.29,0.0,0.29,24.0
Outlaw Golf,2002.0,0.22,0.06,0.0,0.01,0.29,9.0
Fisherman's Bait 2: Big Ol' Bass,1999.0,0.16,0.11,0.0,0.02,0.29,24.0
MySims SkyHeroes,2010.0,0.16,0.1,0.0,0.03,0.29,5.0
Mini Ninjas,2009.0,0.12,0.14,0.0,0.03,0.29,38.0
Lupin the 3rd: Treasure of the Sorcerer King,2002.0,0.02,0.02,0.25,0.01,0.29,24.0
Disney Infinity,2013.0,0.17,0.1,0.0,0.02,0.29,24.0
The LEGO Movie Videogame,2014.0,0.04,0.19,0.0,0.07,0.29,14.0
Kurohyou: Ryu ga Gotoku Shinshou,2010.0,0.0,0.0,0.29,0.0,0.29,24.0
Ben 10 Alien Force: Vilgax Attacks,2009.0,0.11,0.03,0.0,0.15,0.29,4.0
NBA Street V3,2005.0,0.23,0.06,0.0,0.01,0.29,16.0
Nicktoons: Battle for Volcano Island,2006.0,0.27,0.0,0.0,0.02,0.29,24.0
WinBack: Covert Operations,2000.0,0.14,0.11,0.0,0.04,0.29,20.0
Kagero: Deception II,1998.0,0.03,0.02,0.22,0.02,0.29,24.0
Syphon Filter: Dark Mirror,2006.0,0.26,0.01,0.0,0.03,0.29,118.0
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,2000.0,0.0,0.0,0.27,0.02,0.29,24.0
Invizimals: Shadow Zone,2010.0,0.05,0.16,0.0,0.08,0.29,4.0
Glory of Heracles,2008.0,0.19,0.0,0.08,0.01,0.29,18.0
Rabbids: Alive & Kicking,2011.0,0.15,0.11,0.0,0.03,0.29,24.0
Up,2009.0,0.2,0.07,0.0,0.03,0.29,6.0
Modnation Racers: Road Trip,2012.0,0.15,0.09,0.0,0.04,0.29,69.0
NBA Live 06,2005.0,0.27,0.0,0.0,0.02,0.29,16.0
ExerBeat,2010.0,0.1,0.16,0.0,0.03,0.29,5.0
J-League Victory Goal '96,1996.0,0.0,0.0,0.29,0.0,0.29,24.0
Need for Speed: Most Wanted,2005.0,0.02,0.23,0.0,0.04,0.29,525.0
Jeopardy! 2nd Edition,2000.0,0.16,0.11,0.0,0.02,0.29,24.0
SD Gundam G Century,1997.0,0.0,0.0,0.27,0.02,0.29,24.0
Ratchet & Clank: Size Matters,2008.0,0.13,0.1,0.03,0.03,0.29,24.0
Front Mission Evolved,2010.0,0.09,0.06,0.11,0.03,0.29,30.0
Ultimate Marvel vs. Capcom 3,2011.0,0.17,0.08,0.0,0.04,0.29,93.0
Little King's Story,2009.0,0.14,0.1,0.02,0.02,0.29,86.0
Atelier Iris 3: Grand Phantasm (US Sales),2006.0,0.14,0.11,0.0,0.04,0.29,24.0
Itadaki Street 2: Neon Sign wa Bara Iro ni,1994.0,0.0,0.0,0.29,0.0,0.29,24.0
Dynasty Warriors: Strikeforce,2009.0,0.11,0.07,0.07,0.03,0.29,15.0
From TV Animation One Piece: Treasure Battle!,2002.0,0.0,0.0,0.28,0.01,0.29,24.0
Alvin and the Chipmunks: The Squeakquel,2009.0,0.27,0.0,0.0,0.02,0.29,24.0
Dolphin,1983.0,0.27,0.02,0.0,0.0,0.29,24.0
NieR,2010.0,0.13,0.1,0.04,0.02,0.29,126.0
Zoo Tycoon 2 DS,2008.0,0.24,0.03,0.0,0.02,0.29,7.0
Area 51,2005.0,0.22,0.06,0.0,0.01,0.29,16.0
Deadpool,2015.0,0.14,0.11,0.0,0.05,0.29,68.0
UEFA Euro 2016,2016.0,0.0,0.22,0.04,0.04,0.29,8.0
Hamster Club 4: Shigessa Daidassou,2003.0,0.0,0.0,0.28,0.01,0.29,24.0
Imagine: Fashion Designer World Tour,2009.0,0.27,0.0,0.0,0.02,0.29,24.0
Wanted: Weapons of Fate,2009.0,0.14,0.1,0.01,0.04,0.29,25.0
Mega Man X8,2004.0,0.14,0.11,0.0,0.04,0.29,63.0
The Chronicles of Riddick: Assault on Dark Athena,2009.0,0.16,0.1,0.0,0.03,0.29,73.0
Ford Mustang: The Legend Lives,2005.0,0.14,0.11,0.0,0.04,0.29,8.0
Fast Food,1981.0,0.27,0.02,0.0,0.0,0.29,24.0
TouchMaster: Connect,2010.0,0.1,0.16,0.0,0.03,0.29,24.0
FlatOut: Head On,2008.0,0.13,0.1,0.0,0.06,0.29,21.0
Jikkyou Powerful Pro Yakyuu 8,2001.0,0.0,0.0,0.29,0.0,0.29,24.0
Jeremy McGrath Supercross 2000,1999.0,0.23,0.06,0.0,0.0,0.29,24.0
Supercross 2000,1999.0,0.23,0.06,0.0,0.0,0.29,24.0
War Gods,1997.0,0.23,0.06,0.0,0.0,0.29,24.0
Viz,1998.0,0.23,0.06,0.0,0.0,0.29,24.0
Top Gear Overdrive,1998.0,0.23,0.06,0.0,0.0,0.29,24.0
Ken Griffey Jr.'s Slugfest,1999.0,0.23,0.06,0.0,0.0,0.29,24.0
The New Tetris,1999.0,0.22,0.05,0.02,0.0,0.29,24.0
Xena: Warrior Princess - The Talisman of Fate,1999.0,0.23,0.06,0.0,0.0,0.29,24.0
The Godfather: Dons Edition,2007.0,0.25,0.02,0.0,0.03,0.29,24.0
Duel Masters: Sempai Legends,2003.0,0.21,0.08,0.0,0.01,0.29,5.0
Marvel Super Hero Squad,2009.0,0.14,0.11,0.0,0.04,0.29,24.0
John Deere: Harvest in the Heartland,2007.0,0.23,0.03,0.0,0.02,0.29,24.0
Harvest Moon: Magical Melody,2008.0,0.23,0.03,0.0,0.02,0.29,17.0
Resident Evil: Revelations 2,2015.0,0.06,0.05,0.16,0.02,0.29,48.0
Heroes of the Pacific,2005.0,0.14,0.11,0.0,0.04,0.29,15.0
Prince of Persia: Rival Swords,2007.0,0.24,0.02,0.0,0.02,0.29,21.0
